,m_lat,m_lon,City,h_lat,h_lon,distance
8400,27.73398889,-82.67937778,St. Petersburg,27.773056,-82.64,5.821
8401,28.85127778,-81.56098056,Apopka,28.6934076,-81.53221490000001,17.777
8402,29.75646111,-81.31291667,Palm Coast,29.5844524,-81.2078699,21.652
8403,28.02154444,-80.58059167,Palm Bay,28.03446210000001,-80.5886646,1.64
8404,27.96063056,-81.60296944,Lakeland,28.0394654,-81.9498042,35.162
8405,27.37977778,-82.50563889,Sarasota,27.3364347,-82.5306527,5.416
8406,29.61733056,-82.47271944,Gainesville,29.6516344,-82.3248262,14.794
8407,30.27498056,-81.83192222,Jacksonville,30.3321838,-81.655651,18.078
8408,30.27498056,-81.83192222,Jacksonville,34.7540524,-77.43024140000001,646.669
8409,25.75535278,-80.31898889,Coral Gables,25.72149,-80.2683838,6.314
8410,26.65246111,-81.81986944,Fort Myers,26.640628000000003,-81.87230840000001,5.375
8411,25.95440833,-80.12641944,Aventura,25.9564812,-80.1392121,1.3
8412,27.04599444,-82.24878611,North Port,27.044224,-82.23592540000001,1.289
8413,26.24463056,-80.18660833,Coconut Creek,26.2517482,-80.17893509999999,1.101
8414,27.15223889,-82.46696944,Sarasota,27.3364347,-82.5306527,21.427
8415,27.85704722,-82.33338611,Tampa,27.950575,-82.4571776,16.004
8416,30.44549167,-84.32184167,Tallahassee,30.4382559,-84.2807329,4.022
8417,30.62623056,-86.11701111,Panama City,30.1588129,-85.6602058,67.978
8418,26.66970556,-80.67050833,Wellington,26.6617635,-80.2683571,39.971
8419,25.87087778,-80.29079167,Hialeah,25.8575963,-80.2781057,1.947
8420,28.59652222,-81.79710278,Winter Garden,28.5652787,-81.5861847,20.886
8421,26.20591111,-80.13271667,Pompano Beach,26.2378597,-80.1247667,3.64
8422,27.33027222,-82.44764722,Sarasota,27.3364347,-82.5306527,8.228
8423,25.63918889,-80.479925,Cutler Bay,25.5808323,-80.3468593,14.837
8424,25.43751667,-80.4933,Homestead,25.4687224,-80.4775569,3.813
8425,28.02216944,-81.72867778,Lakeland,28.0394654,-81.9498042,21.789
8426,27.38948889,-82.64106667,Sarasota,27.3364347,-82.5306527,12.397
8427,25.80843333,-80.26427222,Hialeah,25.8575963,-80.2781057,5.639
8428,28.49564722,-81.16711667,Orlando,28.5383355,-81.3792365,21.262
8429,28.45295,-80.92528333,Titusville,28.6122187,-80.8075537,21.117
8430,26.85526389,-80.0858,Palm Beach Gardens,26.8233946,-80.1386547,6.329
8431,28.90801944,-82.03700278,Ocala,29.1871986,-82.14009229999999,32.621
8432,25.79686667,-80.3851,Doral,25.8195424,-80.3553302,3.904
8433,27.99593889,-82.50523056,Tampa,27.950575,-82.4571776,6.907
8434,27.27076944,-80.86933056,Port St. Lucie,27.2730492,-80.3582261,50.515
8435,28.3023,-82.66863056,Clearwater,27.9658533,-82.8001026,39.57
8436,27.71945,-80.96099722,Palm Bay,28.03446210000001,-80.5886646,50.658
8437,30.54261111,-87.32552222,Pensacola,30.421309,-87.2169149,17.037
8438,26.02525833,-81.63968056,Bonita Springs,26.339806,-81.77869720000001,37.627
8439,27.60185833,-80.38168333,Fort Pierce,27.446705600000005,-80.3256056,18.117
8440,27.98956667,-82.45115,Tampa,27.950575,-82.4571776,4.376
8441,27.36212778,-80.81950278,Port St. Lucie,27.2730492,-80.3582261,46.635
8442,29.09941111,-81.33676111,Deltona,28.9005446,-81.2636738,23.227
8443,29.85546111,-81.2802,Palm Coast,29.5844524,-81.2078699,30.934
8444,29.74909722,-82.58223056,Gainesville,29.6516344,-82.3248262,27.121
8445,26.34685,-81.76279167,Bonita Springs,26.339806,-81.77869720000001,1.768
8446,28.04503889,-82.42618056,Tampa,27.950575,-82.4571776,10.936
8447,28.61277222,-81.43222778,Altamonte Springs,28.6611089,-81.36562420000001,8.434
8448,30.54276111,-87.38039444,Pensacola,30.421309,-87.2169149,20.683
8449,28.35678056,-81.37326389,Kissimmee,28.291955699999995,-81.40757099999999,7.952
8450,28.06930556,-82.46009167,Tampa,27.950575,-82.4571776,13.205
8451,26.58183056,-81.71393056,Fort Myers,26.640628000000003,-81.87230840000001,17.049
8452,26.10591667,-80.20813056,Plantation,26.1275862,-80.23310359999999,3.467
8453,26.00809444,-80.28082778,Pembroke Pines,26.007765,-80.2962555,1.542
8454,25.73303056,-80.31863889,Coral Gables,25.72149,-80.2683838,5.195
8455,30.00456389,-81.60761111,Jacksonville,30.3321838,-81.655651,36.721
8456,30.00456389,-81.60761111,Jacksonville,34.7540524,-77.43024140000001,657.709
8457,27.08566389,-82.34733611,North Port,27.044224,-82.23592540000001,11.955
8458,27.85061944,-82.096275,Lakeland,28.0394654,-81.9498042,25.455
8459,28.74633056,-81.69248889,Apopka,28.6934076,-81.53221490000001,16.7
8460,28.15404444,-81.83394167,Lakeland,28.0394654,-81.9498042,17.073
8461,29.34300833,-81.31085833,Ormond Beach,29.2858129,-81.05588940000001,25.526
8462,28.64429167,-81.32242222,Altamonte Springs,28.6611089,-81.36562420000001,4.612
8463,28.62061944,-82.18285,Winter Garden,28.5652787,-81.5861847,58.579
8464,30.28545556,-81.39126389,Jacksonville,30.3321838,-81.655651,25.907
8465,30.28545556,-81.39126389,Jacksonville,34.7540524,-77.43024140000001,620.203
8466,26.22554444,-80.12824444,Pompano Beach,26.2378597,-80.1247667,1.413
8467,28.87365,-82.09226944,Ocala,29.1871986,-82.14009229999999,35.174
8468,28.81179167,-80.96391389,Titusville,28.6122187,-80.8075537,26.926
8469,27.03286944,-81.96678611,North Port,27.044224,-82.23592540000001,26.686
8470,28.48894167,-80.77439722,Titusville,28.6122187,-80.8075537,14.085
8471,30.12723056,-85.22580556,Panama City,30.1588129,-85.6602058,41.919
8472,30.42018889,-87.23101667,Pensacola,30.421309,-87.2169149,1.358
8473,26.15313611,-80.23325,Lauderhill,26.1403635,-80.2133808,2.439
8474,30.15961111,-81.83141944,Jacksonville,30.3321838,-81.655651,25.56
8475,30.15961111,-81.83141944,Jacksonville,34.7540524,-77.43024140000001,656.729
8476,27.93438056,-80.52898333,Palm Bay,28.03446210000001,-80.5886646,12.577
8477,28.74450278,-80.89178611,Titusville,28.6122187,-80.8075537,16.849
8478,29.04455278,-81.30390556,Deltona,28.9005446,-81.2636738,16.484
8479,26.03260833,-80.190225,Hollywood,26.0112014,-80.1494901,4.715
8480,29.64221111,-82.31493611,Gainesville,29.6516344,-82.3248262,1.418
8481,30.40386944,-84.30398889,Tallahassee,30.4382559,-84.2807329,4.426
8482,26.17039722,-80.13437778,Oakland Park,26.1723065,-80.13198929999999,0.319
8483,28.46703889,-82.6214,Clearwater,27.9658533,-82.8001026,58.415
8484,27.89366111,-82.26865833,Tampa,27.950575,-82.4571776,19.573
8485,30.71154444,-86.57856389,Pensacola,30.421309,-87.2169149,69.115
8486,27.99402778,-82.72931111,Clearwater,27.9658533,-82.8001026,7.625
8487,27.91063333,-82.40195833,Tampa,27.950575,-82.4571776,7.011
8488,30.38766667,-81.71598611,Jacksonville,30.3321838,-81.655651,8.46
8489,30.38766667,-81.71598611,Jacksonville,34.7540524,-77.43024140000001,629.936
8490,25.67470556,-80.38849444,Cutler Bay,25.5808323,-80.3468593,11.242
8491,26.62798056,-81.87236389,Fort Myers,26.640628000000003,-81.87230840000001,1.406
8492,26.16546944,-80.17092778,Oakland Park,26.1723065,-80.13198929999999,3.96
8493,30.26958889,-81.61168889,Jacksonville,30.3321838,-81.655651,8.14
8494,30.26958889,-81.61168889,Jacksonville,34.7540524,-77.43024140000001,634.185
8495,25.87098056,-80.26698056,Hialeah,25.8575963,-80.2781057,1.858
8496,25.58385,-80.42954444,Cutler Bay,25.5808323,-80.3468593,8.3
8497,28.06599722,-82.48403056,Tampa,27.950575,-82.4571776,13.102
8498,27.85246389,-82.69325278,Pinellas Park,27.8428025,-82.6995443,1.24
8499,28.87183333,-81.28431111,Deltona,28.9005446,-81.2636738,3.772
8500,25.63555,-80.370775,Cutler Bay,25.5808323,-80.3468593,6.54
8501,27.98516111,-82.40304722,Tampa,27.950575,-82.4571776,6.561
8502,25.85055833,-80.12155278,Miami Beach,25.790654,-80.1300455,6.715
8503,27.988875,-81.89418333,Lakeland,28.0394654,-81.9498042,7.839
8504,26.94224167,-80.20336667,Jupiter,26.934224600000004,-80.09420870000001,10.857
8505,29.80667778,-82.03460278,Gainesville,29.6516344,-82.3248262,32.902
8506,30.26151111,-82.16301944,Jacksonville,30.3321838,-81.655651,49.341
8507,30.26151111,-82.16301944,Jacksonville,34.7540524,-77.43024140000001,668.023
8508,29.24708889,-82.2913,Ocala,29.1871986,-82.14009229999999,16.115
8509,26.08678056,-80.17488333,Fort Lauderdale,26.1224386,-80.13731740000001,5.458
8510,27.38879722,-82.53156111,Sarasota,27.3364347,-82.5306527,5.823
8511,27.50458056,-81.43336111,Lakeland,28.0394654,-81.9498042,78.225
8512,30.10359167,-81.50315833,Jacksonville,30.3321838,-81.655651,29.339
8513,30.10359167,-81.50315833,Jacksonville,34.7540524,-77.43024140000001,642.908
8514,28.83639444,-81.52634167,Apopka,28.6934076,-81.53221490000001,15.91
8515,26.02057222,-80.16756111,Hollywood,26.0112014,-80.1494901,2.085
8516,27.43477778,-80.38848611,Fort Pierce,27.446705600000005,-80.3256056,6.345
8517,26.56519722,-81.62510833,Fort Myers,26.640628000000003,-81.87230840000001,25.969
8518,25.92626111,-80.42006667,Miramar,25.9860762,-80.3035602,13.413
8519,29.93846111,-82.11186111,Gainesville,29.6516344,-82.3248262,37.941
8520,27.39530278,-81.40136111,Lakeland,28.0394654,-81.9498042,89.694
8521,30.53700556,-87.31317778,Pensacola,30.421309,-87.2169149,15.83
8522,29.08614444,-82.54511667,Ocala,29.1871986,-82.14009229999999,40.911
8523,28.54988056,-81.2,Orlando,28.5383355,-81.3792365,17.555
8524,28.34708889,-81.6643,Winter Garden,28.5652787,-81.5861847,25.435
8525,30.66459167,-84.93219444,Tallahassee,30.4382559,-84.2807329,67.268
8526,28.05958333,-81.79717778,Lakeland,28.0394654,-81.9498042,15.144
8527,25.77114722,-80.1351,Miami Beach,25.790654,-80.1300455,2.227
8528,25.91119167,-80.20966111,North Miami,25.8900949,-80.18671379999999,3.282
8529,27.75441667,-82.71902778,St. Petersburg,27.773056,-82.64,8.047
8530,30.19673889,-82.61496111,Gainesville,29.6516344,-82.3248262,66.751
8531,27.38710833,-82.26843889,Sarasota,27.3364347,-82.5306527,26.501
8532,25.86945,-80.20189444,North Miami,25.8900949,-80.18671379999999,2.753
8533,26.60702778,-81.990875,Cape Coral,26.5628537,-81.94953309999998,6.405
8534,28.30895556,-81.39131667,Kissimmee,28.291955699999995,-81.40757099999999,2.471
8535,27.89194167,-82.52985556,Tampa,27.950575,-82.4571776,9.669
8536,29.16466667,-82.18514444,Ocala,29.1871986,-82.14009229999999,5.041
8537,26.68633333,-80.24550833,Wellington,26.6617635,-80.2683571,3.552
8538,28.86498611,-81.55138056,Apopka,28.6934076,-81.53221490000001,19.17
8539,25.92364444,-80.32264722,Miramar,25.9860762,-80.3035602,7.2
8540,28.38321944,-80.75290833,Titusville,28.6122187,-80.8075537,26.017
8541,26.51259444,-81.79736111,Fort Myers,26.640628000000003,-81.87230840000001,16.07
8542,28.30629444,-82.61880278,Clearwater,27.9658533,-82.8001026,41.822
8543,26.06172778,-80.39544722,Weston,26.1003654,-80.3997748,4.318
8544,26.80793333,-80.06933333,Palm Beach Gardens,26.8233946,-80.1386547,7.091
8545,26.58695278,-80.05921389,Boynton Beach,26.531786600000004,-80.0905465,6.88
8546,25.91968333,-80.37860556,Miramar,25.9860762,-80.3035602,10.526
8547,26.03818889,-80.24902222,Davie,26.0764783,-80.2521157,4.269
8548,27.99653889,-82.56886944,Tampa,27.950575,-82.4571776,12.101
8549,28.99265833,-82.45502778,Ocala,29.1871986,-82.14009229999999,37.475
8550,30.94983889,-86.47683889,Pensacola,30.421309,-87.2169149,91.99
8551,30.43526111,-83.47159167,Valdosta,30.8327022,-83.2784851,47.9
8552,27.9089,-82.33998611,Tampa,27.950575,-82.4571776,12.411
8553,28.76403889,-82.5366,Ocala,29.1871986,-82.14009229999999,60.842
8554,27.52165278,-82.52888889,Bradenton,27.4989278,-82.5748194,5.187
8555,25.88312222,-80.22673056,North Miami,25.8900949,-80.18671379999999,4.078
8556,30.52431111,-82.98083889,Valdosta,30.8327022,-83.2784851,44.566
8557,30.03814167,-82.81571111,Gainesville,29.6516344,-82.3248262,63.942
8558,30.39573056,-86.58931944,Pensacola,30.421309,-87.2169149,60.253
8559,29.93656389,-81.33280278,Palm Coast,29.5844524,-81.2078699,40.968
8560,27.51872222,-82.56318333,Bradenton,27.4989278,-82.5748194,2.482
8561,25.95739167,-80.34051667,Miramar,25.9860762,-80.3035602,4.881
8562,26.988225,-82.00732778,North Port,27.044224,-82.23592540000001,23.486
8563,25.88960556,-80.30780278,Hialeah,25.8575963,-80.2781057,4.636
8564,29.9784,-81.89776944,Jacksonville,30.3321838,-81.655651,45.711
8565,29.9784,-81.89776944,Jacksonville,34.7540524,-77.43024140000001,676.607
8566,26.52764444,-80.14736389,Boynton Beach,26.531786600000004,-80.0905465,5.671
8567,26.61759444,-80.16500556,Greenacres,26.6276276,-80.1353896,3.148
8568,28.10668333,-81.62637778,Kissimmee,28.291955699999995,-81.40757099999999,29.735
8569,26.41248611,-80.09025556,Delray Beach,26.4614625,-80.07282009999999,5.716
8570,28.30113056,-81.35913056,Kissimmee,28.291955699999995,-81.40757099999999,4.851
8571,25.93288889,-80.21303889,Miami Gardens,25.9420377,-80.2456045,3.412
8572,28.61754722,-81.28179167,Altamonte Springs,28.6611089,-81.36562420000001,9.508
8573,30.47096111,-84.63371944,Tallahassee,30.4382559,-84.2807329,34.03
8574,30.61646389,-86.961675,Pensacola,30.421309,-87.2169149,32.691
8575,29.04321111,-81.92405,Ocala,29.1871986,-82.14009229999999,26.397
8576,25.95928889,-80.16576111,Aventura,25.9564812,-80.1392121,2.673
8577,30.74293611,-86.39670556,Pensacola,30.421309,-87.2169149,86.278
8578,30.14999167,-81.54614167,Jacksonville,30.3321838,-81.655651,22.827
8579,30.14999167,-81.54614167,Jacksonville,34.7540524,-77.43024140000001,641.127
8580,28.48127778,-82.30856111,Lakeland,28.0394654,-81.9498042,60.399
8581,29.76120556,-82.05547778,Gainesville,29.6516344,-82.3248262,28.726
8582,28.00241111,-82.29966944,Tampa,27.950575,-82.4571776,16.506
8583,30.04263611,-81.86923611,Jacksonville,30.3321838,-81.655651,38.184
8584,30.04263611,-81.86923611,Jacksonville,34.7540524,-77.43024140000001,669.258
8585,27.00935833,-80.108225,Jupiter,26.934224600000004,-80.09420870000001,8.469
8586,28.80006111,-81.33125,Sanford,28.802861199999995,-81.269453,6.03
8587,29.04953056,-82.45068056,Ocala,29.1871986,-82.14009229999999,33.832
8588,25.08381667,-80.45186389,Homestead,25.4687224,-80.4775569,42.877
8589,30.13978056,-82.67588056,Gainesville,29.6516344,-82.3248262,63.965
8590,26.63405,-80.088575,Greenacres,26.6276276,-80.1353896,4.708
8591,25.61283611,-80.37367222,Cutler Bay,25.5808323,-80.3468593,4.46
8592,25.75079722,-80.22195278,Miami,25.7616798,-80.1917902,3.254
8593,29.01988333,-80.88609722,Port Orange,29.1383165,-80.9956105,16.932
8594,28.06918611,-82.43456111,Tampa,27.950575,-82.4571776,13.375
8595,25.77052778,-80.30418056,Coral Gables,25.72149,-80.2683838,6.526
8596,28.69414444,-81.55844722,Apopka,28.6934076,-81.53221490000001,2.56
8597,28.07919722,-81.81746389,Lakeland,28.0394654,-81.9498042,13.717
8598,26.00999722,-80.211625,Hollywood,26.0112014,-80.1494901,6.211
8599,26.82956667,-80.18184722,Palm Beach Gardens,26.8233946,-80.1386547,4.341
8600,26.01209722,-80.24816111,Pembroke Pines,26.007765,-80.2962555,4.83
8601,26.67364444,-80.1122,Greenacres,26.6276276,-80.1353896,5.612
8602,25.9437,-80.26155278,Miami Gardens,25.9420377,-80.2456045,1.605
8603,29.23140833,-81.09643333,Ormond Beach,29.2858129,-81.05588940000001,7.216
8604,28.81292778,-81.73325556,Apopka,28.6934076,-81.53221490000001,23.68
8605,28.04069444,-82.029725,Lakeland,28.0394654,-81.9498042,7.845
8606,29.14080556,-81.12645556,Port Orange,29.1383165,-80.9956105,12.711
8607,29.65990556,-84.87131111,Panama City,30.1588129,-85.6602058,94.124
8608,27.904175,-81.61684167,Lakeland,28.0394654,-81.9498042,35.993
8609,30.693575,-86.76450833,Pensacola,30.421309,-87.2169149,52.849
8610,25.68555278,-80.35266111,Coral Gables,25.72149,-80.2683838,9.342
8611,28.41163889,-82.19186111,Lakeland,28.0394654,-81.9498042,47.697
8612,29.09373056,-82.05353056,Ocala,29.1871986,-82.14009229999999,13.368
8613,30.41108056,-86.70131111,Pensacola,30.421309,-87.2169149,49.455
8614,30.85772222,-86.87260556,Pensacola,30.421309,-87.2169149,58.651
8615,30.35612222,-81.66674722,Jacksonville,30.3321838,-81.655651,2.867
8616,30.35612222,-81.66674722,Jacksonville,34.7540524,-77.43024140000001,629.771
8617,28.00380556,-81.14433889,St. Cloud,45.5579451,-94.1632404,2263.622
8618,28.00380556,-81.14433889,St. Cloud,28.2489016,-81.2811801,30.378
8619,26.40988889,-80.08993611,Delray Beach,26.4614625,-80.07282009999999,5.983
8620,27.43216111,-82.42289722,Sarasota,27.3364347,-82.5306527,15.05
8621,25.4846,-80.4609,Homestead,25.4687224,-80.4775569,2.432
8622,26.6072,-82.0223,Cape Coral,26.5628537,-81.94953309999998,8.756
8623,27.49143056,-82.54361389,Bradenton,27.4989278,-82.5748194,3.189
8624,27.77176944,-82.70679167,St. Petersburg,27.773056,-82.64,6.573
8625,30.78418889,-86.87948056,Pensacola,30.421309,-87.2169149,51.683
8626,28.00240833,-81.89780556,Lakeland,28.0394654,-81.9498042,6.56
8627,29.12559722,-81.2855,Deltona,28.9005446,-81.2636738,25.115
8628,28.91563333,-80.86965833,Port Orange,29.1383165,-80.9956105,27.624
8629,26.69949167,-80.16597222,Greenacres,26.6276276,-80.1353896,8.549
8630,26.66495278,-80.26001667,Wellington,26.6617635,-80.2683571,0.901
8631,27.893175,-81.83440278,Lakeland,28.0394654,-81.9498042,19.826
8632,27.41816944,-80.38229722,Fort Pierce,27.446705600000005,-80.3256056,6.432
8633,25.87703611,-80.31527778,Hialeah,25.8575963,-80.2781057,4.302
8634,28.53925278,-81.25720833,Orlando,28.5383355,-81.3792365,11.921
8635,26.15396944,-81.60379722,Bonita Springs,26.339806,-81.77869720000001,27.042
8636,27.44313333,-80.34279444,Fort Pierce,27.446705600000005,-80.3256056,1.742
8637,26.49283611,-81.76854167,Bonita Springs,26.339806,-81.77869720000001,17.046
8638,28.36185,-81.39806944,Kissimmee,28.291955699999995,-81.40757099999999,7.827
8639,28.44099722,-81.33475278,Orlando,28.5383355,-81.3792365,11.664
8640,28.39394444,-82.19536389,Lakeland,28.0394654,-81.9498042,46.179
8641,30.60741667,-86.98296667,Pensacola,30.421309,-87.2169149,30.504
8642,27.88373611,-82.32693889,Tampa,27.950575,-82.4571776,14.798
8643,30.441025,-84.32598889,Tallahassee,30.4382559,-84.2807329,4.35
8644,30.18871111,-85.77371389,Panama City,30.1588129,-85.6602058,11.407
8645,26.03361389,-80.26463611,Pembroke Pines,26.007765,-80.2962555,4.271
8646,26.24246389,-80.16519444,Coconut Creek,26.2517482,-80.17893509999999,1.716
8647,28.05665833,-81.73219167,Lakeland,28.0394654,-81.9498042,21.441
8648,27.78498889,-82.78318611,Pinellas Park,27.8428025,-82.6995443,10.44
8649,27.32849167,-82.53851389,Sarasota,27.3364347,-82.5306527,1.176
8650,30.29063889,-81.62983889,Jacksonville,30.3321838,-81.655651,5.242
8651,30.29063889,-81.62983889,Jacksonville,34.7540524,-77.43024140000001,633.374
8652,29.96809722,-81.35196667,Palm Coast,29.5844524,-81.2078699,44.869
8653,25.63774444,-80.50403611,Cutler Bay,25.5808323,-80.3468593,16.983
8654,26.58699722,-80.14619444,Greenacres,26.6276276,-80.1353896,4.644
8655,25.81136111,-80.1894,Miami,25.7616798,-80.1917902,5.529
8656,28.08201944,-82.27706389,Tampa,27.950575,-82.4571776,22.94
8657,26.00219722,-80.432225,Weston,26.1003654,-80.3997748,11.387
8658,30.13556111,-81.754,Jacksonville,30.3321838,-81.655651,23.818
8659,30.13556111,-81.754,Jacksonville,34.7540524,-77.43024140000001,654.322
8660,27.19027778,-80.25104444,Port St. Lucie,27.2730492,-80.3582261,14.036
8661,30.04891944,-82.07017222,Gainesville,29.6516344,-82.3248262,50.544
8662,26.33884722,-80.15376944,Boca Raton,26.3683064,-80.1289321,4.105
8663,27.96081111,-81.09923889,St. Cloud,45.5579451,-94.1632404,2269.891
8664,27.96081111,-81.09923889,St. Cloud,28.2489016,-81.2811801,36.669
8665,29.42864167,-81.22509722,Palm Coast,29.5844524,-81.2078699,17.405
8666,26.21161111,-80.10690833,Pompano Beach,26.2378597,-80.1247667,3.419
8667,27.19330278,-80.25655278,Port St. Lucie,27.2730492,-80.3582261,13.404
8668,27.83958333,-82.63876944,Pinellas Park,27.8428025,-82.6995443,5.986
8669,30.49688611,-86.55627778,Pensacola,30.421309,-87.2169149,63.877
8670,28.00438056,-80.56381111,Palm Bay,28.03446210000001,-80.5886646,4.14
8671,25.83276111,-80.29349722,Hialeah,25.8575963,-80.2781057,3.162
8672,25.89461667,-80.29184444,Hialeah,25.8575963,-80.2781057,4.34
8673,30.96815,-87.35961944,Pensacola,30.421309,-87.2169149,62.318
8674,28.15765,-81.80188056,Lakeland,28.0394654,-81.9498042,19.576
8675,26.68859167,-80.27923611,Wellington,26.6617635,-80.2683571,3.173
8676,26.06556111,-80.24048056,Davie,26.0764783,-80.2521157,1.681
8677,27.57896944,-82.55008056,Bradenton,27.4989278,-82.5748194,9.228
8678,25.98284722,-80.21889167,Miami Gardens,25.9420377,-80.2456045,5.265
8679,27.50713889,-81.76828889,Lakeland,28.0394654,-81.9498042,61.827
8680,29.54963056,-81.215725,Palm Coast,29.5844524,-81.2078699,3.946
8681,28.43378889,-82.54809444,Tampa,27.950575,-82.4571776,54.465
8682,25.47701389,-80.44061389,Homestead,25.4687224,-80.4775569,3.821
8683,30.50326111,-84.45821944,Tallahassee,30.4382559,-84.2807329,18.482
8684,27.97422778,-82.29821389,Tampa,27.950575,-82.4571776,15.832
8685,26.962125,-82.35305556,North Port,27.044224,-82.23592540000001,14.765
8686,27.82114444,-82.69407778,Pinellas Park,27.8428025,-82.6995443,2.468
8687,29.18628056,-82.15245,Ocala,29.1871986,-82.14009229999999,1.204
8688,25.73236944,-80.36775556,Doral,25.8195424,-80.3553302,9.773
8689,25.84708889,-80.20808056,North Miami,25.8900949,-80.18671379999999,5.238
8690,26.60671111,-81.12741111,Bonita Springs,26.339806,-81.77869720000001,71.297
8691,27.93026944,-82.37368889,Tampa,27.950575,-82.4571776,8.507
8692,25.99315278,-80.35573611,Miramar,25.9860762,-80.3035602,5.274
8693,27.94665,-82.45844722,Tampa,27.950575,-82.4571776,0.454
8694,26.26326111,-80.12321667,Pompano Beach,26.2378597,-80.1247667,2.829
8695,26.68655,-80.11190833,West Palm Beach,26.7153424,-80.0533746,6.638
8696,29.24236944,-82.35878889,Ocala,29.1871986,-82.14009229999999,22.093
8697,25.551925,-80.36266667,Cutler Bay,25.5808323,-80.3468593,3.584
8698,27.01736944,-82.03471944,North Port,27.044224,-82.23592540000001,20.152
8699,28.34588056,-81.52908889,Kissimmee,28.291955699999995,-81.40757099999999,13.321
8700,26.81290556,-81.33414167,Fort Myers,26.640628000000003,-81.87230840000001,56.777
8701,26.49837222,-80.06426111,Delray Beach,26.4614625,-80.07282009999999,4.192
8702,26.42458889,-81.78843056,Bonita Springs,26.339806,-81.77869720000001,9.477
8703,28.29556111,-82.18768056,Lakeland,28.0394654,-81.9498042,36.806
8704,30.16100556,-82.92004722,Gainesville,29.6516344,-82.3248262,80.62
8705,26.262,-81.6071,Bonita Springs,26.339806,-81.77869720000001,19.169
8706,27.76576944,-80.60133056,Palm Bay,28.03446210000001,-80.5886646,29.903
8707,28.56535278,-81.16296944,Orlando,28.5383355,-81.3792365,21.336
8708,28.80428889,-82.49313611,Ocala,29.1871986,-82.14009229999999,54.697
8709,27.59409167,-80.39586944,Fort Pierce,27.446705600000005,-80.3256056,17.793
8710,27.16016944,-80.38881111,Port St. Lucie,27.2730492,-80.3582261,12.911
8711,30.38256389,-81.73778333,Jacksonville,30.3321838,-81.655651,9.669
8712,30.38256389,-81.73778333,Jacksonville,34.7540524,-77.43024140000001,631.682
8713,25.76206111,-80.3361,Doral,25.8195424,-80.3553302,6.675
8714,26.18233889,-80.21803889,North Lauderdale,26.217305,-80.2258811,3.966
8715,30.27776667,-84.23970278,Tallahassee,30.4382559,-84.2807329,18.275
8716,30.66063889,-87.18093056,Pensacola,30.421309,-87.2169149,26.834
8717,29.06888056,-81.18301944,Port Orange,29.1383165,-80.9956105,19.777
8718,28.87203889,-82.09215,Ocala,29.1871986,-82.14009229999999,35.353
8719,30.32898333,-81.78461111,Jacksonville,30.3321838,-81.655651,12.382
8720,30.32898333,-81.78461111,Jacksonville,34.7540524,-77.43024140000001,639.142
8721,28.72469722,-81.90647778,Winter Garden,28.5652787,-81.5861847,35.933
8722,24.55467222,-81.80503333,Homestead,25.4687224,-80.4775569,167.997
8723,26.31874167,-80.10368333,Deerfield Beach,26.3184123,-80.0997657,0.392
8724,30.43348056,-87.19791944,Pensacola,30.421309,-87.2169149,2.269
8725,28.45082778,-82.45094722,Tampa,27.950575,-82.4571776,55.629
8726,27.81639444,-82.75384722,Pinellas Park,27.8428025,-82.6995443,6.094
8727,25.94148056,-80.1881,North Miami Beach,25.9331488,-80.1625463,2.718
8728,28.42091111,-81.45861111,Kissimmee,28.291955699999995,-81.40757099999999,15.184
8729,27.93906389,-82.50032222,Tampa,27.950575,-82.4571776,4.427
8730,25.71042222,-80.35861944,Coral Gables,25.72149,-80.2683838,9.123
8731,29.00661944,-82.3971,Ocala,29.1871986,-82.14009229999999,32.043
8732,28.65095,-82.44693056,Ocala,29.1871986,-82.14009229999999,66.689
8733,29.81683889,-82.51532778,Gainesville,29.6516344,-82.3248262,25.996
8734,26.15388056,-81.40973056,Bonita Springs,26.339806,-81.77869720000001,42.207
8735,28.35875833,-82.182625,Lakeland,28.0394654,-81.9498042,42.203
8736,26.36875278,-80.15386111,Boca Raton,26.3683064,-80.1289321,2.484
8737,26.91183333,-80.30474167,Palm Beach Gardens,26.8233946,-80.1386547,19.186
8738,30.49627778,-84.32602222,Tallahassee,30.4382559,-84.2807329,7.776
8739,27.42931944,-82.5755,Bradenton,27.4989278,-82.5748194,7.74
8740,26.68711389,-81.90124167,Fort Myers,26.640628000000003,-81.87230840000001,5.915
8741,26.70553889,-80.08653056,West Palm Beach,26.7153424,-80.0533746,3.469
8742,29.82053889,-82.34661389,Gainesville,29.6516344,-82.3248262,18.899
8743,27.80249722,-82.79958056,Pinellas Park,27.8428025,-82.6995443,10.81
8744,28.03645,-82.05886111,Lakeland,28.0394654,-81.9498042,10.709
8745,27.71142222,-82.71589722,St. Petersburg,27.773056,-82.64,10.137
8746,26.51726111,-80.0614,Boynton Beach,26.531786600000004,-80.0905465,3.319
8747,29.08106944,-81.06831944,Port Orange,29.1383165,-80.9956105,9.509
8748,29.06814722,-82.26191944,Ocala,29.1871986,-82.14009229999999,17.756
8749,28.57926111,-81.26608889,Orlando,28.5383355,-81.3792365,11.951
8750,30.32050278,-81.66318333,Jacksonville,30.3321838,-81.655651,1.487
8751,30.32050278,-81.66318333,Jacksonville,34.7540524,-77.43024140000001,632.689
8752,30.19410278,-82.63566667,Gainesville,29.6516344,-82.3248262,67.349
